5.5556	0.2464
5.5534	0.0872
5.5512	0.0037
5.5491	0.078
5.5469	-0.011
5.5448	-0.1335
5.5426	0.0079
5.5405	0.2004
5.5383	0.3093
5.5362	0.2243
5.534	0.2266
5.5319	0.1124
5.5298	-0.1194
5.5276	-0.0909
5.5255	-0.034
5.5233	0.0893
5.5212	0.4109
5.5191	0.1931
5.5169	0.0782
5.5148	0.4648
5.5127	0.1177
5.5106	-0.2331
5.5084	-0.4785
5.5063	-0.1295
5.5042	0.1137
5.5021	0.2301
5.4999	0.0963
5.4978	0.03
5.4957	-0.0298
5.4936	-0.1151
5.4915	-0.2417
5.4894	-0.237
5.4873	-0.0779
5.4852	0.3384
5.4831	0.3656
5.481	0.2341
5.4789	0.3179
5.4768	0.0994
5.4747	-0.102
5.4726	-0.1195
5.4705	-0.0685
5.4684	0.0108
5.4663	0.0881
5.4642	-0.155
5.4621	-0.3041
5.46	-0.357
5.4579	-0.2507
5.4558	-0.1968
5.4538	-0.1079
5.4517	0.068
5.4496	0.1496
5.4475	0.1921
5.4454	0.1998
5.4434	0.1712
5.4413	0.0506
5.4392	-0.0871
5.4371	-0.1156
5.4351	-0.2115
5.433	-0.1954
5.4309	0.0418
5.4289	0.2142
5.4268	0.2136
5.4248	0.0748
5.4227	0.1869
5.4206	0.1359
5.4186	-0.0108
5.4165	-0.1906
5.4145	-0.1537
5.4124	-0.0923
5.4104	-0.0818
5.4083	0.0093
5.4063	0.0814
5.4042	0.1243
5.4022	0.0994
5.4002	0
5.397	-0.0798
5.3949	0.0331
5.3929	0.0386
5.3909	0.0643
5.3888	0.1672
5.3868	0.0468
5.3848	-0.0244
5.3827	-0.041
5.3807	-0.0482
5.3787	0.1176
5.3767	0.2815
5.3746	0.1677
5.3726	0.2559
5.3706	0.1824
5.3686	-0.2249
5.3666	-0.2254
5.3645	-0.3033
5.3625	-0.4277
5.3605	-0.1973
5.3585	0.1212
5.3565	0.3465
5.3545	0.1559
5.3525	0.0919
5.3505	-0.0034
5.3485	-0.1932
5.3465	-0.1478
5.3445	-0.131
5.3425	-0.1052
5.3405	0.2902
5.3385	0.2627
5.3365	0.0625
5.3345	-0.0513
5.3325	-0.0299
5.3305	-0.0519
5.3285	-0.1839
5.3265	-0.0051
5.3246	0.1944
5.3226	0.3821
5.3206	0.3982
5.3186	0.1523
5.3166	-0.1306
5.3146	-0.1661
5.3127	-0.2757
5.3107	-0.3126
5.3087	-0.2168
5.3067	0.0975
